task_id,role,reasoning_tokens,natural_boundary,reasoning_capped,early_eos,reasoning_seconds,timing_complete,history_path,history_sha256
atcoder/arc194_e,small,20218,True,False,False,814.0334876505658,True,primary/tasks/atcoder__arc194_e/small_history/source_history.json,f262e7cf380bcdfef1f277ddad56d72652d5623aec6cb7424ca580c47e768a07
leetcode/3485,source,6788,True,False,False,489.40059590293095,True,primary/tasks/leetcode__3485/large_history/source_history.json,ae46eacaa056a0f8f3876cfdb037a8381ef9b2c8085252d1f189e45031507cf3
leetcode/3485,small,7063,True,False,False,296.82822623103857,True,primary/tasks/leetcode__3485/small_history/source_history.json,4e8dac2076797f822fdd844bdf8bacd0afa0dbf4d8d75d484f4f9fbfc3825804
atcoder/abc375_e,source,9936,True,False,False,698.3011318510398,True,primary/tasks/atcoder__abc375_e/large_history/source_history.json,0aff1805465c20f59bc4c080bf17cf85c4420e8ac8275a727114b2f23e3e320d
atcoder/abc375_e,small,14303,True,False,False,578.751551787369,True,primary/tasks/atcoder__abc375_e/small_history/source_history.json,1b48479e19b8e40a7d82b77d214b7de5a83c6236bb0052535c403cc89f15771e
leetcode/3805,source,14518,True,False,False,1026.6437288294546,True,primary/tasks/leetcode__3805/large_history/source_history.json,00d2186bd257d1658ba8df6fe2c0d1f412d31bbcaa40ffd0d1878c8fb44d842f
leetcode/3805,small,14522,True,False,False,580.3020733259618,True,primary/tasks/leetcode__3805/small_history/source_history.json,d5030205c871f8d9edb92d96dacc3469a2985a73a39c29fdb3aa580b0744af8d
atcoder/arc183_b,source,22639,True,False,False,1604.9878310211934,True,primary/tasks/atcoder__arc183_b/large_history/source_history.json,e2c603df367e44993b4d8033070ac07d031bd144814a94579d17228546f8bb6c
atcoder/arc183_b,small,17200,True,False,False,692.3188238861039,True,primary/tasks/atcoder__arc183_b/small_history/source_history.json,ad8ddc7f038156be54d7e3f2ea132c6bb7272c4092788c569eb679088b392a85
leetcode/3548,source,12128,True,False,False,852.0807105451822,True,primary/tasks/leetcode__3548/large_history/source_history.json,7e56d4809751c8740fe11ba2257ba047f1e16675e532ee37f0d301c0028b6c17
leetcode/3548,small,19666,True,False,False,785.6563678272069,True,primary/tasks/leetcode__3548/small_history/source_history.json,5c96ae6a781a1b07b5a911611a66b1916dbdca670280cc51deea66b2ccef52de
atcoder/abc374_d,source,8055,True,False,False,469.74803406745195,True,primary/tasks/atcoder__abc374_d/large_history/source_history.json,2c025c39d666cb1210df8192cca34f2ea3881c18e04bd0b414d35c882604302a
atcoder/abc374_d,small,7565,True,False,False,249.34392545418814,True,primary/tasks/atcoder__abc374_d/small_history/source_history.json,315922b91aaf7e8570e220cb2d7fdbb809adb734d3501edd14cb53b58cd6a1c6
leetcode/3637,source,17787,True,False,False,1252.1207487490028,True,primary/tasks/leetcode__3637/large_history/source_history.json,0205ddab43c40bac192cceab37a2afb5a00a050569c060d134ee2b848dfb0f08
leetcode/3637,small,20748,True,False,False,833.5615624235943,True,primary/tasks/leetcode__3637/small_history/source_history.json,ea9bbade8e317a88984de2c3478b5d780f88832bf39c8098bde2bfbf94361932
atcoder/arc185_c,source,12948,True,False,False,908.1286371620372,True,primary/tasks/atcoder__arc185_c/large_history/source_history.json,fe83aa9d679c7bf85a8f526493d1846ad73a2817511bbba6ec8f079c2540e7bc
atcoder/arc185_c,small,16406,True,False,False,664.5073222853243,True,primary/tasks/atcoder__arc185_c/small_history/source_history.json,016c849739574821d5ba211e8ebf193fc050cd9d1eae6f768ba1053885a167e3
atcoder/abc390_d,source,11264,True,False,False,862.4710054164752,True,primary/tasks/atcoder__abc390_d/large_history/source_history.json,f0b30595d48cdaa0ccf1f2b7e0b73452476d4024f9bbea1d5f3a608ebf80bb58
atcoder/abc390_d,small,15558,True,False,False,623.1867125499994,True,primary/tasks/atcoder__abc390_d/small_history/source_history.json,1af0b23fe5c8fecbf35dd62f15792195f6f898be715e25258aa0d9d6616cbddd
leetcode/3692,source,21242,True,False,False,1501.5029114652425,True,primary/tasks/leetcode__3692/large_history/source_history.json,5da227549e086a81c20bf7c22d902150ac39c42150456b40403e5512fe80de30
leetcode/3692,small,22604,True,False,False,916.9730864102021,True,primary/tasks/leetcode__3692/small_history/source_history.json,28af78dc7b8c0748dd9479d386de99dd67b348669c50e12b70fd8ce21741f64d
leetcode/3608,source,17379,True,False,False,1234.1612814036198,True,primary/tasks/leetcode__3608/large_history/source_history.json,c648b25fed4972b0bae694b73ae8f67d1c95de702d6d4e1a74b13a94f53479fe
leetcode/3608,small,24576,False,True,False,995.9563371818513,True,primary/tasks/leetcode__3608/small_history/source_history.json,b3944345b745f0eb149a5cb2dbb1eb1c4f1fbbcd42e28772fec5102d3eeb14ef
atcoder/abc380_g,source,24576,False,True,False,1746.323094200343,True,primary/tasks/atcoder__abc380_g/large_history/source_history.json,f34a33b20865991859a79b1a241b61b9493082ce99669ae3fcacbe5ac56a739c
atcoder/abc380_g,small,24333,True,False,False,973.4802255220711,True,primary/tasks/atcoder__abc380_g/small_history/source_history.json,2a614c45e4693abba8ad9b3969e8022a41add622252a3ff500ac861a5a345eed
atcoder/abc399_b,source,4970,True,False,False,352.1042033340782,True,primary/tasks/atcoder__abc399_b/large_history/source_history.json,78be23814fdb17e2e0491d40006848b4fb3434f1252afc7ce7476065b194d5a8
atcoder/abc399_b,small,3926,True,False,False,160.0087117133662,True,primary/tasks/atcoder__abc399_b/small_history/source_history.json,ceca8957d3ba7b8075ffefa8c1008b0d96235b83fc7f193488ad1aac79d4f33d
atcoder/abc365_a,source,1654,True,False,False,116.23954101838171,True,primary/tasks/atcoder__abc365_a/large_history/source_history.json,af7e51a8007d3fde35c90166dfb3fb9211cee9ee5fb0b15feaac65d059f8fd2c
atcoder/abc365_a,small,1358,True,False,False,54.1926638437435,True,primary/tasks/atcoder__abc365_a/small_history/source_history.json,59fcc92c8a4dc8ccf06ec50581a48a989875c61a78da9d9a265dd3a695b7308d
atcoder/abc379_d,source,8076,True,False,False,570.9309547175653,True,primary/tasks/atcoder__abc379_d/large_history/source_history.json,bbb7519e3d7e4f8699b88b07d7433bd3d4b93b77d854134ebe95a42847cbbc38
atcoder/abc379_d,small,24576,False,True,False,988.660014490597,True,primary/tasks/atcoder__abc379_d/small_history/source_history.json,1e5a1276d03668a3dac68401fbd0da74583610bf5e2c1fd71b6a6a781a9205b7
atcoder/abc374_c,source,8786,True,False,False,617.7191902971826,True,primary/tasks/atcoder__abc374_c/large_history/source_history.json,a0e728359e5a1ed20c9a745ce6a80429d71d27e30963d35ea2784f2455fc74c0
atcoder/abc374_c,small,14833,True,False,False,597.9220440434292,True,primary/tasks/atcoder__abc374_c/small_history/source_history.json,4142b3dfeb4ca8053b17cfc6749ae414337c9c916ad30423bb803efe460978b3
atcoder/abc399_e,source,22326,True,False,False,1568.4361066771671,True,primary/tasks/atcoder__abc399_e/large_history/source_history.json,9b0d1f58af146908f57c4b1dc6e8be50c3ac884d0e520fcebd338fde6bd49cae
atcoder/abc399_e,small,20177,True,False,False,810.0696747861803,True,primary/tasks/atcoder__abc399_e/small_history/source_history.json,8368bacccca05e717b0e71abf02d3252ec3df32f3d2a5ef218b82c6c8021cbf8
leetcode/3777,source,18908,True,False,False,1342.6748973270878,True,primary/tasks/leetcode__3777/large_history/source_history.json,b9afef120c2fa8f5b32fcbc5e922561f80ae942d84abe9cee0a2bd503980651e
leetcode/3777,small,15512,True,False,False,620.8675681706518,True,primary/tasks/leetcode__3777/small_history/source_history.json,643342a9af1b5c9fb5d193027678c31453e55513c122cddb79a048a4d677f0c2
leetcode/3605,source,7378,True,False,False,530.7109791580588,True,primary/tasks/leetcode__3605/large_history/source_history.json,863d8700b3ce8f3addb1dc69dea4456bc556b9cfd10dd46315ae696d4300a9a9
leetcode/3605,small,24576,False,True,False,1014.3945420579985,True,primary/tasks/leetcode__3605/small_history/source_history.json,ba461340f40bbde2e381b68061d92515b4974bb5f02c140dc903e0640acae323
atcoder/arc192_b,source,17999,True,False,False,1270.9234180995263,True,primary/tasks/atcoder__arc192_b/large_history/source_history.json,d96695ab5561d0361e47e043201ccbfda82a0f83d2096aa81c29ff595bce023d
atcoder/arc192_b,small,11556,True,False,False,465.8210949720815,True,primary/tasks/atcoder__arc192_b/small_history/source_history.json,e2db71e41140929832b41e098f4d3730f6a73a7b07a4c64affd6a6edc0bd603b
atcoder/abc398_b,source,3601,True,False,False,252.5107574709691,True,primary/tasks/atcoder__abc398_b/large_history/source_history.json,1ba9365b46b9b544a143e38dd8c7a62be98df0871f33272fe67091254c638188
atcoder/abc398_b,small,8758,True,False,False,358.4498588098213,True,primary/tasks/atcoder__abc398_b/small_history/source_history.json,4a4f7551b6540bb6f31d3f393c97a8ccd7f2c39257705e5636a6300600d0bf34
atcoder/abc391_b,source,4881,True,False,False,343.0370898945257,True,primary/tasks/atcoder__abc391_b/large_history/source_history.json,c479ff6a070b0ba3bba65eb7876a825e556aab1de932ab23c0df703aa4144e98
atcoder/abc391_b,small,5252,True,False,False,212.3378412006423,True,primary/tasks/atcoder__abc391_b/small_history/source_history.json,0129822e71438e0ac10e55cbb6586e6c60c57ca1dff9b0625067c492a28e79d4
atcoder/abc371_c,source,7353,True,False,False,443.8849080228247,True,primary/tasks/atcoder__abc371_c/large_history/source_history.json,60becd13fa32dc9cba0487c9b2b386f92f8db0ababb4d10970c91dcf0ea6a8b3
atcoder/abc371_c,small,11262,True,False,False,382.0885909809731,True,primary/tasks/atcoder__abc371_c/small_history/source_history.json,82d1de191799eca7ca28ed76fb5d946e9e10881579d6d777464567087a9493c5
atcoder/abc393_a,source,1303,True,False,False,91.42877733102068,True,primary/tasks/atcoder__abc393_a/large_history/source_history.json,503cd79b355da8f8cd28b249efc16f4d389fef6c777738bb70510ecea63376c8
atcoder/abc393_a,small,2282,True,False,False,90.92105926945806,True,primary/tasks/atcoder__abc393_a/small_history/source_history.json,e9147119bcf5a86b0480865ff870eef6ac6dacf7302d529e7d7e49c4c85c8384
leetcode/3763,source,5490,True,False,False,388.04000227805227,True,primary/tasks/leetcode__3763/large_history/source_history.json,b234ec507e378e8665338fa5e4aafc9cbb2476d118ccd3185fabf57ed70d2ba0
leetcode/3763,small,6463,True,False,False,260.3865628922358,True,primary/tasks/leetcode__3763/small_history/source_history.json,7ae92abc078e13d455d591b054d7b2e26729068fbf3fe8a15b62f2bb8d25d3b7
atcoder/abc400_g,source,17144,True,False,False,1062.972523654811,True,primary/tasks/atcoder__abc400_g/large_history/source_history.json,9afcccf2cb35eba9321b1a758a18737db49ce3a38de6ca752e25f8b1c93b12e4
atcoder/abc400_g,small,15374,True,False,False,616.4538626400754,True,primary/tasks/atcoder__abc400_g/small_history/source_history.json,e18746b108aaf3767bfbda0a90acf7ee2c6e1d798f086aa5050fa0e4d7878ef5
leetcode/3502,source,4865,True,False,False,343.3885087626986,True,primary/tasks/leetcode__3502/large_history/source_history.json,1ee21713cbd7df193a404ac5d52a6510c6c813707f12c7cef394201d51c98653
leetcode/3502,small,10594,True,False,False,430.95423894468695,True,primary/tasks/leetcode__3502/small_history/source_history.json,40d0f6bc234f97fb78e2bcad526b6130d44a73e60d7bfc2dd5bf78cf31f64c10
atcoder/abc385_a,source,5439,True,False,False,383.56341147376224,True,primary/tasks/atcoder__abc385_a/large_history/source_history.json,ed22f90bce49edca657a191463bc787c7439436d09dc66fc43b72b344aff71e1
atcoder/abc385_a,small,9305,True,False,False,377.40795112401247,True,primary/tasks/atcoder__abc385_a/small_history/source_history.json,38e08ce15472f4cbc8bdaae5c69995d56652b33d9205e965f481fc915bed552a
atcoder/abc373_b,source,3441,True,False,False,240.9103918261826,True,primary/tasks/atcoder__abc373_b/large_history/source_history.json,d5d05e490f3e319fa5b690d995286bd3b4b5108427e115a831b61144f68a30d5
atcoder/abc373_b,small,1863,True,False,False,83.09774359129369,True,primary/tasks/atcoder__abc373_b/small_history/source_history.json,bb4ec6a51d1b92a4165b396c788e69bd4f244bc9dd4ceb132642abfc81487d77
leetcode/3518,source,14628,True,False,False,1030.936080898624,True,primary/tasks/leetcode__3518/large_history/source_history.json,7112e06db5e1a6dac3ffa2f69590b220565086aaee787e203ea445061f05eaab
leetcode/3518,small,6879,True,False,False,273.22544471081346,True,primary/tasks/leetcode__3518/small_history/source_history.json,99d9491bb1d628f34dc54cd273d00e0060642781e320cd8a413fe4cac3135cab
atcoder/abc377_b,source,3994,True,False,False,280.05507226474583,True,primary/tasks/atcoder__abc377_b/large_history/source_history.json,a424e72262d803ee1e168d7d99d1d0f1497b241e1ad3b1d10c2dd13ff63e2989
atcoder/abc377_b,small,5165,True,False,False,209.16926282271743,True,primary/tasks/atcoder__abc377_b/small_history/source_history.json,d82ddea2b37b8de779a64ff88c827e13759cc13d6863a19a0bcd03503799b34e
leetcode/3832,source,10301,True,False,False,731.6824448695406,True,primary/tasks/leetcode__3832/large_history/source_history.json,39e68af007fab8ecc8a080ba2f56ff1d7e15689cf32c0579f54c34573d8702d3
leetcode/3832,small,15489,True,False,False,620.1594660393894,True,primary/tasks/leetcode__3832/small_history/source_history.json,ee52e3e5bfbbb22e58cdd22dd6107e7b36f62f7e61274254994312b6254bc703
atcoder/abc391_e,source,12354,True,False,False,875.1216306062415,True,primary/tasks/atcoder__abc391_e/large_history/source_history.json,e78b3b72eb4ade9d598b65944d7d27cb0ad36bc2814497835876b557ec2b5026
atcoder/abc391_e,small,24576,False,True,False,981.8170501049608,True,primary/tasks/atcoder__abc391_e/small_history/source_history.json,47a9156084661a5ece230938b59308f5456045557a3584d00237a6ed5c685236
atcoder/abc368_c,source,8294,True,False,False,398.1996934367344,True,primary/tasks/atcoder__abc368_c/large_history/source_history.json,a81d2448821811f6c628094426e7e244f9f77e966d4b3535de9464b3711e2151
atcoder/abc368_c,small,11164,True,False,False,318.9792172741145,True,primary/tasks/atcoder__abc368_c/small_history/source_history.json,a0b5e2bf270b815f437326f5a363a1c373774e10736972063fdb19d3baaa4a2c
leetcode/3495,source,6891,True,False,False,331.4112952258438,True,primary/tasks/leetcode__3495/large_history/source_history.json,64d68ef6ca646406d5f2352a5166e641c73be269bf94ebb9800a3788673a0ce6
leetcode/3495,small,7939,True,False,False,227.05809340346605,True,primary/tasks/leetcode__3495/small_history/source_history.json,b932896e607f67c4954e2a3c115fa5e30be55d221e0790cc72509f88b9ca9fcd
leetcode/3789,source,17824,True,False,False,864.813610793557,True,primary/tasks/leetcode__3789/large_history/source_history.json,cb538774bc7e9a6068f7e078eeb96af1ad37ae51ac7b16e59a6ba9d6ab0e6b4e
leetcode/3789,small,20878,True,False,False,596.6028815009631,True,primary/tasks/leetcode__3789/small_history/source_history.json,09d32efe686c80ce3c08b1f728a667e8e7b118fa2589827cef496895a460c4ce
atcoder/arc185_b,source,16715,True,False,False,801.3596770009026,True,primary/tasks/atcoder__arc185_b/large_history/source_history.json,a42de59bea90d9ddcf19e46748347356a0d9dcb2945702ecbdeb31961894c4eb
atcoder/arc185_b,small,24576,False,True,False,703.9523399109021,True,primary/tasks/atcoder__arc185_b/small_history/source_history.json,abe4337f6018fb783fd337c6f57eaea3f533a3b125029dc2dfe48c298bf9bfe5
leetcode/3736,source,4896,True,False,False,249.19209630414844,True,primary/tasks/leetcode__3736/large_history/source_history.json,15da95c03ccf95b23581e781c3a31462ca135d2fdc9734633d13e399aa61b28d
leetcode/3736,small,3603,True,False,False,107.7725682859309,True,primary/tasks/leetcode__3736/small_history/source_history.json,b891b476b11e82be8c2059569769e64e84ace04de2cc1543d744a441b1fab23f
atcoder/abc370_f,source,21877,True,False,False,1096.5810259035788,True,primary/tasks/atcoder__abc370_f/large_history/source_history.json,8b3338efd23014cddd80008d34046812d750516f0c4f3e293b374efab2fb5312
atcoder/abc370_f,small,24576,False,True,False,707.3092323532328,True,primary/tasks/atcoder__abc370_f/small_history/source_history.json,dba1076e0b3fee55f3b5f79aeb737915866c4e32315f27687a0bde9621c0f975
atcoder/arc188_d,source,21156,True,False,False,1486.5727797364816,True,primary/tasks/atcoder__arc188_d/large_history/source_history.json,ddffaf79ea4c83e02077902bf8423694343394b7fab14fac11bebf435b679239
atcoder/arc188_d,small,16942,True,False,False,682.1713620573282,True,primary/tasks/atcoder__arc188_d/small_history/source_history.json,bbfe4d56f440f8d0ec0ea3a3cd3fc0f69ba5c3858b330833db85393f754adc02
leetcode/3788,source,20773,True,False,False,1005.364208328072,True,primary/tasks/leetcode__3788/large_history/source_history.json,450d6ca3048721f5df4688e366c3fb7228586b0e15bdbd0d72c4fdf705af08fe
leetcode/3788,small,11290,True,False,False,330.1158472709358,True,primary/tasks/leetcode__3788/small_history/source_history.json,958b4da440da79f4294fd5238ea2b8a99072ca3fc68f4d9a032c162f4385b778
atcoder/abc393_b,source,7000,True,False,False,335.93932506162673,True,primary/tasks/atcoder__abc393_b/large_history/source_history.json,d3a778e44ee5acd948eba2068e4f6ed3eb7069b26f78629fbdbec938bfd56c1e
atcoder/abc393_b,small,3500,True,False,False,107.29850062401965,True,primary/tasks/atcoder__abc393_b/small_history/source_history.json,40cf612862e4c33eb0747409e415fca69f15b2f28c5351e754ca4cc4635673d7
leetcode/3682,source,10272,True,False,False,492.150637390092,True,primary/tasks/leetcode__3682/large_history/source_history.json,4fa6717840a1e209742b69d558557672b0d1dbf6ff5ad92212bd51eaf6096696
leetcode/3682,small,8565,True,False,False,254.04890468996018,True,primary/tasks/leetcode__3682/small_history/source_history.json,3c3a6ee3c24cc22ac6c2c1da7dc1a872894944cc27adf3c1932be6fcb170c44e
leetcode/3744,source,11090,True,False,False,529.5935178166255,True,primary/tasks/leetcode__3744/large_history/source_history.json,4b50ef5c8d6b1a6c52638cce0742e7c49ed176a61b5fca98cd235b1504854ba9
leetcode/3744,small,9892,True,False,False,280.7767012719996,True,primary/tasks/leetcode__3744/small_history/source_history.json,46ab4802a4edcc6b17034b5c9695f7a737de84eba5b2fc79add37557df6514fd
atcoder/abc398_g,source,13268,True,False,False,637.8733113580383,True,primary/tasks/atcoder__abc398_g/large_history/source_history.json,0b44b5cece5b9d80a157525f586f8500421219f2209c7aa2cf570666f902dc27
atcoder/abc398_g,small,19376,True,False,False,556.3920703181066,True,primary/tasks/atcoder__abc398_g/small_history/source_history.json,9d2fb160b00dedb52befd65f38c5f9ca69ebe33a9e1086d311bd29994b385337
atcoder/abc398_d,source,14146,True,False,False,683.7765647498891,True,primary/tasks/atcoder__abc398_d/large_history/source_history.json,91ac570972e7414846a78c7d6af7ef482df918f08d98d8607dc35c860d10c90c
atcoder/abc398_d,small,24287,True,False,False,698.3842701571994,True,primary/tasks/atcoder__abc398_d/small_history/source_history.json,6eded518c45b212cc0fdc21152fa61dcb3e39d2a0e6117dd2274026106ff75d2
atcoder/arc181_a,source,21348,True,False,False,1024.9232910745777,True,primary/tasks/atcoder__arc181_a/large_history/source_history.json,560ebd41cc5e6eb5fef8bcffd5923c0f883c5d30080dc825dc608da7e89a4999
atcoder/arc181_a,small,24576,False,True,False,699.0048488359898,True,primary/tasks/atcoder__arc181_a/small_history/source_history.json,5362dd0d693da5576e44786f1f4576319055db790d600a8d27d25b6e0052e224
atcoder/abc374_b,source,1978,True,False,False,97.47722460282966,True,primary/tasks/atcoder__abc374_b/large_history/source_history.json,05a9a71ea60067a4c6c9da3a6fabe3ac341ccb888893677de7d723758c1c0172
atcoder/abc374_b,small,5732,True,False,False,167.65617139358073,True,primary/tasks/atcoder__abc374_b/small_history/source_history.json,6e4d7d356549d874a9b13d1874e81ec1b1cfe2c389297617dd84abbd19669c89
atcoder/abc372_g,source,23003,True,False,False,1148.3788723889738,True,primary/tasks/atcoder__abc372_g/large_history/source_history.json,fc1d366efabfb46a286f00d96cc48c76a3d2daa1c3f7e2e693e2529fb271433a
atcoder/abc372_g,small,24576,False,True,False,700.4739216482267,True,primary/tasks/atcoder__abc372_g/small_history/source_history.json,85d96ad726bdf7ce0fbefb705e0cf0f9035f27f2b1d0e864ccc0eb0eb8b797d4
atcoder/arc194_d,source,24576,False,True,False,1184.4365803077817,True,primary/tasks/atcoder__arc194_d/large_history/source_history.json,3a9e55881c065bf699716386de1b4b9698e9d3c05e97d3abd5679e2d43f6e73e
atcoder/arc194_d,small,22525,True,False,False,670.5637368937023,True,primary/tasks/atcoder__arc194_d/small_history/source_history.json,0a6fa596aaaf0b4a76f7fa1f4ad9188263eaaabf0f0e1aa6f467a5949b9d4ccf
leetcode/3751,source,8789,True,False,False,455.35716294683516,True,primary/tasks/leetcode__3751/large_history/source_history.json,a1ccb18775ed3611177e47b9291a7703e81b8aa13e93b2b7424890094cda505e
leetcode/3751,small,17616,True,False,False,525.7526314910501,True,primary/tasks/leetcode__3751/small_history/source_history.json,5f777b4f92d69f07924940d5d2a80bc7e8bc1c67a03907b6f859f00dcaea2de0
atcoder/arc193_a,source,23120,True,False,False,1304.9689714498818,True,primary/tasks/atcoder__arc193_a/large_history/source_history.json,75c9f6d1da88e8b069d953337a4b7a1833505c8d7b1a79ea7cfc6c30b6118d01
atcoder/arc193_a,small,21879,True,False,False,874.633682185784,True,primary/tasks/atcoder__arc193_a/small_history/source_history.json,4e60c3749394d7fc1964b0886520ca6e2effdafb3706f78c08d64dc584d98e7c
atcoder/abc377_d,source,16853,True,False,False,812.4159166649915,True,primary/tasks/atcoder__abc377_d/large_history/source_history.json,fe51632781954582ce458c183587725eb11c098bac2e6b122a58505653c5d385
atcoder/abc377_d,small,10188,True,False,False,299.04751963634044,True,primary/tasks/atcoder__abc377_d/small_history/source_history.json,7ea693560ea58ed9cd69dfeebd1553cd562d56f9fb7d98d5bffdd962b8ed2c42
atcoder/abc377_a,source,753,True,False,False,39.51415544655174,True,primary/tasks/atcoder__abc377_a/large_history/source_history.json,08459fb27bad44eeda3cd89f6c2eceef6d4021e68fb39573ef4e005b49310936
atcoder/abc377_a,small,932,True,False,False,27.81450836872682,True,primary/tasks/atcoder__abc377_a/small_history/source_history.json,7aa82c76ea33c0776ec16d9b66c65acb08fef1db7df79512ea0c0fc7ad01f0bf
atcoder/abc393_f,source,8837,True,False,False,427.42114828620106,True,primary/tasks/atcoder__abc393_f/large_history/source_history.json,72ad52670bb8bf2c456098c37676723679089474bfb4c68d314907deab9b2b38
atcoder/abc393_f,small,17042,True,False,False,484.64764370257035,True,primary/tasks/atcoder__abc393_f/small_history/source_history.json,1625a1a183374da7fb8708e414727a3b2b60955994697992f06109190bf0a470
atcoder/abc390_e,source,11333,True,False,False,555.2280026921071,True,primary/tasks/atcoder__abc390_e/large_history/source_history.json,8615ed3ed3f856229ba050e9511f8fb24cdffce78b4f528aedca15fba26e44ba
atcoder/abc390_e,small,20276,True,False,False,581.3339681765065,True,primary/tasks/atcoder__abc390_e/small_history/source_history.json,4d0acbe749a0e73c6c98800abdb3585eaa31f299071335944201e071b6e8cef6
atcoder/abc394_g,source,15800,True,False,False,923.1892111059278,True,primary/tasks/atcoder__abc394_g/large_history/source_history.json,2002efd6d3e70674470433dc087412ef6abfb4b8a3748389fcbf5d33faccd2bf
atcoder/abc394_g,small,16996,True,False,False,572.0296796620823,True,primary/tasks/atcoder__abc394_g/small_history/source_history.json,c3b240a8b713e49a32cf48f738d8151247e2aae1568732e5575414e128761a5b
atcoder/abc398_a,source,2755,True,False,False,142.67602589679882,True,primary/tasks/atcoder__abc398_a/large_history/source_history.json,2f60d7f3cdff5103368566d3bc35f2fbab50d12a21590d1558e2bfcd72be2b26
atcoder/abc398_a,small,13565,True,False,False,404.40629163198173,True,primary/tasks/atcoder__abc398_a/small_history/source_history.json,ec9fee47740824bcf3995adb7a7c1768ccd0a84a3f04bf4e6d7f2681e9e35d3d
leetcode/3811,source,1497,True,False,False,75.30287994723767,True,primary/tasks/leetcode__3811/large_history/source_history.json,ec73c6e1b31d38b606e23a3972476aeee8b1fa382e2e7b4b02bfcbcd23b30041
leetcode/3811,small,1507,True,False,False,48.82005008729175,True,primary/tasks/leetcode__3811/small_history/source_history.json,7acea92124916419f75814635c32f0ef7d269e8dce7f89821ff155a16aa91538
atcoder/abc368_g,source,12279,True,False,False,586.4240074097179,True,primary/tasks/atcoder__abc368_g/large_history/source_history.json,5e602bee261c503165b025d0a457b93f06581851bffd16d3e9b03d9826c2afda
atcoder/abc368_g,small,22708,True,False,False,657.6164820999838,True,primary/tasks/atcoder__abc368_g/small_history/source_history.json,38b7c2f67cee67fe5893f0e95473b28be23475b35b1ac1332547218fa02c10de
atcoder/abc366_d,source,9204,True,False,False,526.9405037579127,True,primary/tasks/atcoder__abc366_d/large_history/source_history.json,5c7df72a071dfd2b76d0cc88b71c1a36150f4cecd74302d6f6818d1486ab6a5f
atcoder/abc366_d,small,10981,True,False,False,363.93778673699126,True,primary/tasks/atcoder__abc366_d/small_history/source_history.json,3813f9ad71ee1c640c2d4e02a5669d9cad4e237b1f20782bfef0f6b4f3ec2620
atcoder/arc188_a,source,18687,True,False,False,897.9717499529943,True,primary/tasks/atcoder__arc188_a/large_history/source_history.json,18ab7412eeb5eb3b491cdee0fd2ad617c6bab5f9eee50aabc6fe026d9b3951f2
